circuit,tournament,country,year,date,gender,match_num,w_player1,w_p1_birthdate,w_p1_age,w_p1_hgt,w_p1_country,w_player2,w_p2_birthdate,w_p2_age,w_p2_hgt,w_p2_country,w_rank,l_player1,l_p1_birthdate,l_p1_age,l_p1_hgt,l_p1_country,l_player2,l_p2_birthdate,l_p2_age,l_p2_hgt,l_p2_country,l_rank,score,duration,bracket,round,w_p1_tot_attacks,w_p1_tot_kills,w_p1_tot_errors,w_p1_tot_hitpct,w_p1_tot_aces,w_p1_tot_serve_errors,w_p1_tot_blocks,w_p1_tot_digs,w_p2_tot_attacks,w_p2_tot_kills,w_p2_tot_errors,w_p2_tot_hitpct,w_p2_tot_aces,w_p2_tot_serve_errors,w_p2_tot_blocks,w_p2_tot_digs,l_p1_tot_attacks,l_p1_tot_kills,l_p1_tot_errors,l_p1_tot_hitpct,l_p1_tot_aces,l_p1_tot_serve_errors,l_p1_tot_blocks,l_p1_tot_digs,l_p2_tot_attacks,l_p2_tot_kills,l_p2_tot_errors,l_p2_tot_hitpct,l_p2_tot_aces,l_p2_tot_serve_errors,l_p2_tot_blocks,l_p2_tot_digs
FIVB,Berlin,Germany,2007,2007-07-10,W,22,Laura Ludwig,1986-01-13,21.486653,70,Germany,Sara Niedrig,1984-05-21,23.1348392,71,Germany,14,"Andrezza ""Rtvelo"" Martins",1977-08-02,29.9356605,67,Georgia,"Cristine ""Saka"" Santanna",1979-05-27,28.1204654,71,Georgia,"30, Q12","21-12, 21-15",00:37:00,Pool C,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Stare Jablonki,Poland,2004,2004-07-21,M,6,Jorre Kjemperud,2068-08-31,35.8877481,74,Norway,Vegard Hoidalen,1971-05-10,33.1991786,76,Norway,21,Andreas Scheuerpflug,2067-07-13,37.0239562,77,Germany,Christoph Dieckmann,1976-01-07,28.5366188,78,Germany,12,"21-19, 21-23, 15-13",00:58:00,Winner's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Huntington Beach,United States,2018,2018-05-01,M,39,Garrett Wilson,1990-06-07,27.8986995,80,United States,Kacey Losik,2000-05-06,17.9849418,NA,United States,"47, Q23",Hugo Rosso-Bonneau,NA,NA,74,Canada,Simon  Fecteau-Botin,1987-12-17,30.3709788,NA,Canada,Q7,"17-21, 21-11, 15-13",00:39:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Marseille,France,2010,2010-07-19,W,3,Angelina Grun,1979-12-02,30.6283368,73,Germany,Rieke Brink-Abeler,1979-12-11,30.6036961,70,Germany,"30, Q24",Chantal Laboureur,1990-01-04,20.5366188,70,Germany,Claudia Lehmann,1985-10-05,24.7857632,71,Germany,NA,"25-23, 21-12",00:37:00,Country Quota Matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Chicago,United States,2008,2008-07-10,W,27,Elaine Youngs,1970-02-14,38.4010951,72,United States,Nicole Branagh,1979-01-31,29.4401095,74,United States,3,Rachel Scott,1975-06-15,33.0704997,68,United States,Tyra Turner,1976-07-21,31.9698836,73,United States,6,"21-16, 21-12",00:41:00,Winner's Bracket,Round 3,18,11,4,0.389,1,1,0,5,20,14,2,0.6,2,3,1,8,33,7,7,0,1,1,0,3,11,9,2,0.636,0,3,0,3
FIVB,Sanya,China,2009,2009-10-27,W,55,Laura Ludwig,1986-01-13,23.7864476,70,Germany,Sara Niedrig,1984-05-21,25.4346338,71,Germany,2,Danielle Remmers,1989-07-03,20.3175907,70,Netherlands,Sophie van Gestel,1991-06-29,18.329911,71,Netherlands,"25, Q6","21-10, 21-14",00:30:00,Contender's Bracket,Round 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,The Hague,Netherlands,2009,2009-08-24,W,1,Barbara Seixas,1987-08-03,22.0588638,70,Brazil,Claudinere  Bento Sabino,1986-03-16,23.4414784,69,Brazil,"31, Q11",Ana Paula Henkel,1972-02-13,37.5277207,72,Brazil,Shelda Bede,1973-01-01,36.6433949,65,Brazil,NA,"15-21, 16-10 retired",00:39:00,Country Quota Matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Klagenfurt,Austria,2012,2012-07-17,M,18,Janis Smedins,1987-07-31,24.9637235,75,Latvia,Martins Plavins,1985-05-08,27.192334,75,Latvia,16,Kristo Kollo,1990-01-17,22.4969199,75,Estonia,Rivo Vesik,1980-07-15,32.0054757,78,Estonia,"32, Q19","21-16, 21-9",00:31:00,Pool J,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Tempe,United States,2004,2004-04-23,W,8,Liz Pagano,1971-10-27,32.4900753,69,United States,Sharman Mitchell,1973-05-23,30.9185489,72,United States,18,Heidi Ilustre,1977-12-12,26.3627652,70,Philippines,Tanya Fuamatu-Anderson,1974-04-28,29.9876797,67,United States,15,Forfeit or other,NA,Winner's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Stavanger,Norway,2003,2003-07-01,W,44,Adriana Behar,1969-02-14,34.3737166,71,Brazil,Shelda Bede,1973-01-01,30.4941821,65,Brazil,4,Danja Musch,1971-04-14,32.2135524,70,Germany,Susanne Lahme,2068-09-10,34.8035592,72,Germany,"29, Q17","21-13, 21-17",00:34:00,Pool D,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Mason,United States,2005,2005-06-30,M,44,Nick Lucena,1979-09-22,25.7713895,73,United States,Phil Dalhausser,1980-01-26,25.4264203,81,United States,5,Ben Koski,1979-08-07,25.8973306,76,United States,Jeff Minc,1981-03-10,24.3066393,75,United States,"27, Q3","21-14, 21-16",00:34:00,Contender's Bracket,Round 2,24,15,4,0.458,1,1,0,4,9,8,1,0.778,2,1,8,2,29,15,7,0.276,0,5,0,4,15,8,4,0.267,1,0,0,3
FIVB,Klagenfurt,Austria,2011,2011-08-02,M,24,Bruno Oscar Schmidt,1986-10-06,24.8213552,73,Brazil,Joao Maciel,1978-05-28,33.1800137,78,Brazil,"14, Q2",Dmitri Barsouk,1980-01-20,31.5318275,75,Russia,Yury Bogatov,1986-10-21,24.7802875,78,Russia,Q18,"21-16, 21-16",00:40:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Espinho,Portugal,2001,2001-07-24,W,45,Denise Koelliker,1970-11-04,30.7186858,67,Switzerland,Karin Trussel,1976-02-03,25.4702259,70,Switzerland,"29, Q7",Anna-Liisa Sutt,1984-10-27,16.7392197,NA,Estonia,Mari-Liis Graumann,1982-08-12,18.9486653,70,Estonia,Q26,"21-17, 21-18",00:29:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Salt Lake City,United States,2014,2014-08-07,W,22,Heather McGuire,1986-06-22,28.1259411,74,United States,Whitney Pavlik,1983-11-03,30.7597536,72,United States,6,Betsi Flint,1992-08-13,21.982204,70,United States,Kelley Larsen,1992-05-03,22.2614648,74,United States,"16, Q24","21-18, 21-16",00:40:00,Contender's Bracket,Round 2,12,9,0,0.75,0,2,1,3,32,22,3,0.594,0,1,1,10,15,8,2,0.4,1,2,0,4,33,18,4,0.424,1,2,0,2
FIVB,Espinho,Portugal,2001,2001-07-25,M,27,Jefferson Bellaguarda,1976-09-12,24.8651608,76,Switzerland,Paulao Moreira,1969-04-29,32.238193,76,Brazil,"12, Q1",Markus Egger,1975-02-24,26.4147844,75,Switzerland,Sascha Heyer,1972-07-21,29.0102669,80,Switzerland,"28, Q3","21-15, 21-18",00:40:00,Contender's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Hermosa Beach,United States,2002,2002-06-07,M,33,Gaston Macau,1974-10-28,27.6084873,73,United States,Matt Heath,1975-01-08,27.4113621,78,United States,28,David Smith,1972-02-26,30.2778919,75,United States,Leland Quinn,1972-04-03,30.1765914,81,United States,21,"21-18, 22-20",00:49:00,Contender's Bracket,Round 1,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA
FIVB,Gstaad,Switzerland,2016,2016-07-05,W,56,Lane Carico,1990-04-25,26.1957563,70,United States,Summer Ross,1992-12-20,23.5400411,73,United States,"26, Q6",Anouk Verg̩-D̩pr̩,1992-02-11,24.3969884,73,Switzerland,Isabelle Forrer,1982-03-28,34.2724162,70,Switzerland,13,"20-22, 21-19, 15-10",00:48:00,Winner's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Maoming,China,2001,2001-08-15,W,27,Manatsanan Pangka,1976-07-10,25.0978782,67,Thailand,Rattanaporn Arlaisuk,1976-11-24,24.7227926,69,Thailand,21,Ni Na Yang,1985-03-03,16.4517454,NA,China,Su Qian Luo,1976-02-04,25.5277207,NA,China,"28, Q3","24-22, 21-18",00:45:00,Contender's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Seattle,United States,2019,2019-06-20,M,56,Duncan Budinger,1984-06-15,35.0116359,80,United States,Kyle Friend,1989-01-21,30.4093087,NA,United States,"13, Q2",Christopher Austin,1991-07-09,27.9479808,74,United States,Kristopher Johnson,1990-03-30,29.2238193,83,United States,Q15,"21-16, 16-21, 15-13",NA,Qualifier Bracket,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Manhattan Beach,United States,2019,2019-08-15,M,96,Jordan Hoppe,NA,NA,NA,NA,Wyatt Harrison,1999-06-27,20.1341547,NA,United States,Q63,Andrew Dentler,1989-05-22,30.2313484,NA,United States,Myles Muagututia,1991-03-09,28.4353183,74,United States,Q2,"18-21, 21-17, 15-11",NA,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Paris,France,2005,2005-07-26,W,24,Holly McPeak,1969-05-15,36.1971253,67,United States,Jennifer Kessy,1977-07-31,27.9863107,72,United States,"30, Q18",Lina Yanchulova,1975-04-12,30.2888433,71,Bulgaria,Petia Yanchulova,1978-07-03,27.063655,70,Bulgaria,Q2,"21-17, 21-17",00:37:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Xiamen,China,2014,2014-10-07,M,70,Christian Garcia,1986-11-01,27.9315537,75,Spain,Francisco Alfredo Marco,1986-10-04,28.0082136,71,Spain,16,John Mayer,1982-06-11,32.3230664,73,United States,Theo Brunner,1985-03-17,29.5578371,79,United States,3,"21-18, 21-19",00:40:00,Semifinals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Chicago,United States,2007,2007-08-02,W,34,Angela Bryan,1977-07-13,30.0533881,69,United States,Lisa Fitzgerald,1981-09-10,25.8918549,74,United States,"29, Q1",Kealani Kimball,1982-09-15,24.8788501,70,United States,Rosalinda Masler,1982-09-26,24.8487337,71,United States,"20, Q3","21-16, 21-16",00:45:00,Contender's Bracket,Round 1,33,17,0,0.515,0,0,0,19,24,13,2,0.458,0,2,2,6,49,20,7,0.265,0,3,1,14,18,8,2,0.333,0,0,1,6
FIVB,Gstaad,Switzerland,2009,2009-07-06,W,57,April Ross,1982-06-20,27.0444901,73,United States,Jennifer Kessy,1977-07-31,31.9315537,72,United States,1,Isabelle Forrer,1982-03-28,27.2744695,70,Switzerland,Sarah Schmocker,1984-04-01,25.2621492,70,Switzerland,10,"21-12, 21-10",00:34:00,Winner's Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Berlin,Germany,2014,2014-06-17,W,27,Agatha Bednarczuk,1983-06-22,30.9869952,72,Brazil,Barbara Seixas,1987-08-03,26.8720055,70,Brazil,6,Julia Grossner,1988-05-04,26.1190965,70,Germany,Victoria Bieneck,1991-03-26,23.2279261,72,Germany,"22, Q3","21-16, 21-13",00:34:00,Pool F,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Olsztyn,Poland,2016,2016-06-15,M,10,Alvaro Filho,1990-11-27,25.5496235,73,Brazil,Vitor Felipe,1991-03-10,25.2676249,76,Brazil,12,Billy Allen,1981-10-15,34.6666667,74,United States,Theo Brunner,1985-03-17,31.247091,79,United States,21,"21-15, 21-19",00:35:00,Pool E,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Hermosa Beach,United States,2017,2017-07-20,W,88,Lisa Howard,1980-04-21,37.2457221,NA,United States,Lorelee Smith,1976-03-08,41.3661875,NA,United States,Q6,Alexa Richardson,1996-07-12,21.0212183,NA,United States,McKayla Ferris,1995-09-24,21.8206708,NA,United States,Q59,"21-12, 21-13",00:31:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Mason,United States,2006,2006-08-31,M,4,Paul Baxter,1972-02-01,34.5790554,77,United States,Scott Wong,1978-12-31,27.6659822,77,United States,13,Ed Ratledge,1976-12-16,29.705681,80,United States,Jason Lee,1977-11-17,28.7857632,78,United States,20,"21-19, 19-21, 15-13",01:15:00,Winner's Bracket,Round 1,26,16,3,0.5,1,3,1,13,44,27,7,0.455,1,0,6,5,30,20,3,0.567,0,0,3,2,32,18,5,0.406,1,1,1,20
FIVB,Antalya,Turkey,2016,2016-05-10,M,45,Jonathan Erdmann,1988-03-12,28.1615332,76,Germany,Kay Matysik,1980-06-18,35.8932238,75,Germany,7,Josh Binstock,1981-01-12,35.3237509,77,Canada,Sam Schachter,1990-05-08,26.0068446,78,Canada,10,"21-15, 26-24",00:41:00,Pool G,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Manhattan Beach,United States,2008,2008-09-17,W,2,Michelle Williams,1981-06-12,27.266256,73,United States,Suzanne Barnes,1980-08-04,28.1204654,69,United States,"17, Q6",Julie Romias,1969-10-18,38.9158111,70,United States,Lisa Fitzgerald,1981-09-10,27.0198494,74,United States,"16, Q10","9-21, 21-14, 15-9",01:01:00,Winner's Bracket,Round 1,27,12,3,0.333,4,3,0,5,45,21,3,0.4,0,2,0,12,25,14,2,0.48,2,0,0,12,32,16,4,0.375,0,2,5,5
AVP,Manhattan Beach,United States,2014,2014-08-14,M,11,Matt Motter,1984-08-06,30.0205339,NA,United States,William Chenoweth,1984-05-17,30.2422998,75,United States,Q21,Ben Vaught,1996-10-26,17.798768,NA,United States,Jake Burkhardt,1996-10-26,17.798768,NA,United States,Q44,"21-9, 21-16",00:31:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Mason,United States,2005,2005-06-30,M,30,Dax Holdren,1972-09-04,32.8186174,75,United States,Jeff Nygaard,1972-08-03,32.9062286,80,United States,2,Jason Ring,1974-07-21,30.9431896,75,United States,Paul Baxter,1972-02-01,33.4099932,77,United States,6,"23-21, 21-14",00:46:00,Winner's Bracket,Round 4,19,11,1,0.526,0,0,0,8,23,15,5,0.435,1,1,5,0,8,4,2,0.25,0,0,1,4,38,20,10,0.263,0,0,0,7
FIVB,Gstaad,Switzerland,2018,2018-07-09,M,7,Alexander Brouwer,1989-11-03,28.678987,78,Netherlands,Robert Meeuwsen,1988-03-21,30.2997947,81,Netherlands,4,Nico Beeler,1993-03-03,25.3497604,75,Switzerland,Quentin Metral,1995-08-05,22.9267625,78,Switzerland,29,"23-21, 21-16",00:36:00,Pool D,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Huntington Beach,United States,2005,2005-08-11,W,40,Angie Akers,1976-06-30,29.1143053,72,United States,Nicole Branagh,1979-01-31,26.5270363,74,United States,10,Brittany Hochevar,1981-05-26,24.2108145,72,United States,Kimberly Coleman,1976-02-19,29.4757016,72,United States,"24, Q1","21-16, 22-20",00:40:00,Contender's Bracket,Round 2,19,13,2,0.579,4,4,0,9,25,16,3,0.52,0,0,0,4,20,11,2,0.45,2,4,1,6,26,16,1,0.577,0,0,1,7
AVP,Hermosa Beach,United States,2007,2007-05-18,W,20,Barbra Fontana,2065-09-08,41.6892539,66,United States,Dianne DeNecochea,2067-11-16,39.5017112,76,United States,4,Alicia Polzin,1971-09-06,35.6960986,75,United States,Claire D'Amore,1982-06-04,24.9527721,69,United States,20,"21-7, 21-12",00:34:00,Winner's Bracket,Round 2,16,10,0,0.625,3,0,0,9,14,12,2,0.714,2,2,3,3,10,2,2,0,1,3,0,1,29,11,4,0.241,1,1,0,3
FIVB,Xiamen,China,2018,2018-04-18,M,54,Igor Velichko,1995-08-01,22.7132101,74,Russia,Oleg Stoyanovskiy,1996-09-26,21.5578371,81,Russia,9,Bartosz Losiak,1992-05-14,25.927447,75,Poland,Piotr Kantor,1992-05-03,25.9575633,79,Poland,1,"22-20, 21-17",00:35:00,Semifinals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Roseto degli Abruzzi,Italy,2008,2008-05-13,M,57,Harley Marques,1974-07-06,33.853525,76,Brazil,Pedro Solberg,1986-03-27,22.1300479,76,Brazil,3,Dmitri Barsouk,1980-01-20,28.312115,75,Russia,Igor Kolodinsky,1983-07-07,24.8514716,78,Russia,8,"21-18, 21-17",00:43:00,Contender's Bracket,Round 6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Belmar,United States,2002,2002-06-28,M,14,Adam Jewell,1975-06-24,27.0116359,77,United States,Collin Smith,1975-05-26,27.0910335,76,United States,10,Chip McCaw,1973-03-24,29.2621492,76,United States,John Hyden,1972-10-07,29.7221081,77,United States,23,"16-21, 26-24, 24-22",01:14:00,Winner's Bracket,Round 1,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,4,NA,2,NA
AVP,Manhattan Beach,United States,2018,2018-08-16,M,11,Rob McLean,1990-11-11,27.761807,NA,United States,Robert deAurora,1981-03-28,37.3853525,76,United States,Q41,David Freitag,1989-09-15,28.91718,78,United States,Mark Schuermann,1988-08-10,30.0150582,74,United States,Q88,"21-13, 21-14",00:43:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Manhattan Beach,United States,2018,2018-08-16,W,7,Corinne Quiggle,1997-05-11,21.2648871,70,United States,Kimberly Smith,1992-07-18,26.0780287,NA,United States,"20, Q4",Aurora Davis,1991-07-01,27.1266256,69,United States,Bree Scarbrough,1993-05-16,25.2511978,73,United States,13,"21-23, 21-8, 15-8",01:00:00,Winner's Bracket,Round 1,39,19,4,0.385,1,3,0,19,22,19,2,0.773,1,1,7,8,55,21,14,0.127,2,3,0,23,15,9,2,0.467,0,2,1,5
AVP,Huntington Beach,United States,2005,2005-08-11,M,119,Mike Bruning,1969-11-11,35.7481177,76,United States,Said Souikane,1971-05-13,34.2477755,72,United States,"29, Q10",Cody Cowell,1969-04-05,36.3504449,76,United States,Josh Goodman,1983-06-11,22.1683778,75,United States,Q71,"21-14, 21-17",00:50:00,Qualifier Bracket,Round 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,The Hague,Netherlands,2019,2019-01-02,W,7,Nina Betschart,1995-10-14,23.2197125,68,Switzerland,Tanja Huberli,1992-08-27,26.349076,75,Switzerland,4,Emi van Driel,2000-06-11,18.5598905,70,Netherlands,Raisa Schoon,2001-10-03,17.24846,69,Netherlands,"29, Q27","21-12, 21-17",00:30:00,Pool D,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Long Beach,United States,2008,2008-07-24,W,34,Jean Mathews,NA,NA,69,United States,Johanna Lehman,1977-09-27,30.8227242,72,United States,Q17,Laura Ratto,1978-11-21,29.6728268,66,United States,Lisa Marshall,1974-05-25,34.16564,70,United States,Q16,"21-18, 18-21, 17-15",01:03:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Stare Jablonki,Poland,2010,2010-08-03,M,10,Reinder Nummerdor,1976-09-10,33.8945927,76,Netherlands,Richard Schuil,1973-05-02,37.2539357,80,Netherlands,12,Jonathan Erdmann,1988-03-12,22.3928816,76,Germany,Kay Matysik,1980-06-18,30.1245722,75,Germany,21,"23-21, 21-15",00:42:00,Pool N,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Xiamen,China,2013,2013-10-22,M,18,Markus Bockermann,1986-01-14,27.7700205,78,Germany,Mischa Urbatzka,1983-03-29,30.568104,75,Germany,16,Damien Schumann,1987-12-11,25.8644764,72,Australia,Joshua Court,1989-01-13,24.7720739,76,Australia,"32, Q15","21-18, 21-15",00:37:00,Pool A,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Huntington Beach,United States,2005,2005-08-11,M,84,Jeremie Holmes,1978-10-03,26.8555784,75,United States,Kevin Dake,1975-11-17,29.7330595,76,United States,Q14,Brian Meckna,2067-09-18,37.8973306,75,United States,Michael Doucette,1972-11-04,32.7665982,69,United States,Q51,"20-22, 21-12, 15-10",01:07:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Rome,Italy,2010,2010-05-17,W,21,Maria Antonelli,1984-02-25,26.2231348,69,Brazil,Talita Antunes,1982-08-29,27.7152635,71,Brazil,3,Liesbet Van Breedam,1979-01-27,31.301848,70,Belgium,Liesbeth Mouha,1983-01-07,27.3566051,75,Belgium,19,"21-17, 21-12",00:41:00,Pool C,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Rio de Janeiro,Brazil,2016,2016-08-06,M,18,Alexander Huber,1985-07-25,31.0335387,71,Austria,Robin Seidl,1990-01-21,26.5407255,75,Austria,18,Casey Patterson,1980-04-20,36.2956879,78,United States,Jake Gibb,1976-02-06,40.4982888,79,United States,6,"21-18, 21-18",00:41:00,Pool F,Round 2,27,15,0,0.556,0,2,0,11,23,15,0,0.652,0,2,5,4,28,16,0,0.571,1,2,0,8,22,10,0,0.455,0,3,2,2
FIVB,Fuzhou,China,2014,2014-04-22,M,68,Alison Cerutti,1985-12-07,28.3723477,80,Brazil,Bruno Oscar Schmidt,1986-10-06,27.5427789,73,Brazil,6,Alvaro Filho,1990-11-27,23.4004107,73,Brazil,Ricardo Santos,1975-01-06,39.2908966,79,Brazil,1,"21-14, 16-21, 17-15",00:54:00,Winner's Bracket,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Gstaad,Switzerland,2001,2001-06-19,W,54,Barbra Fontana,2065-09-08,35.7782341,66,United States,Elaine Youngs,1970-02-14,31.3429158,72,United States,3,Adriana Behar,1969-02-14,32.3422313,71,Brazil,Shelda Bede,1973-01-01,28.4626968,65,Brazil,2,"21-15, 21-19",00:39:00,Winner's Bracket,Round 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
